recipe_code,name_en,step_order,instruction_en,instruction_vi
polish-patties-kotlety,Polish patties (kotlety),1,"Soak the bread roll in the milk so it softens completely. Meanwhile, fry the onion in the oil for around 8 mins or until soft and golden. Add the fried onion to the beef mince along with the egg, garlic, marjoram and some seasoning. Squeeze the excess milk from the bread roll and add it to the mince mixture. Mix everything together and season well.","Ngâm bánh mì trong sữa cho mềm hoàn toàn. Trong lúc đó, phi hành tây trong dầu khoảng 8 phút hoặc cho đến khi mềm và vàng. Cho hành tây đã phi vào thịt bò xay cùng với trứng, tỏi, kinh giới và một ít gia vị. Vắt bỏ sữa thừa từ bánh mì đã ngâm và cho vào hỗn hợp thịt xay. Trộn đều mọi thứ và nêm nếm lại cho vừa ăn."
polish-patties-kotlety,Polish patties (kotlety),2,"Divide the meat into 8 patties. Tip the dried breadcrumbs into a shallow bowl and coat the patties in it, all over. Heat some oil in a deep frying pan and fry the patties in batches on both sides until browned and cooked through, about 6-7 mins on each side.","Chia thịt thành 8 miếng chả. Đổ vụn bánh mì sấy khô vào tô nông và lăn chả qua vụn bánh mì cho phủ đều. Đun nóng dầu trong chảo chiên sâu lòng và chiên chả từng mẻ, mỗi mặt khoảng 6-7 phút cho đến khi vàng nâu và chín kỹ."
syrian-bread,Syrian Bread,1,Place ingredients in the pan of the bread machine in the order recommended by the manufacturer. Select Dough cycle; press Start.,Cho nguyên liệu vào khuôn máy làm bánh mì theo thứ tự nhà sản xuất khuyến nghị. Chọn chế độ Nhào bột; nhấn Bắt đầu.
syrian-bread,Syrian Bread,2,"When the Dough cycle is almost complete, preheat the oven to 475 degrees F (245 degrees C).","Khi chu trình Nhào bột gần hoàn tất, bật lò nướng ở 475 độ F (245 độ C)."
syrian-bread,Syrian Bread,3,Turn dough out onto a lightly floured surface. Divide into eight equal pieces and form into rounds. Cover the rounds with a damp cloth and let rest.,Lấy bột ra bề mặt đã rắc một lớp bột mỏng. Chia thành tám phần bằng nhau và vo tròn. Phủ các viên bột bằng một chiếc khăn ẩm và để bột nghỉ.
syrian-bread,Syrian Bread,4,"Roll dough into thin flat circles, about 8 inches in diameter. Cook two at a time on preheated baking sheets or a baking stone until puffed up and golden brown, about 5 minutes. Repeat for remaining loaves.","Cán bột thành hình tròn mỏng dẹt, đường kính khoảng 8 inch. Nướng hai cái cùng lúc trên khay nướng hoặc đá nướng đã làm nóng trước cho đến khi bánh phồng lên và có màu vàng nâu, khoảng 5 phút. Lặp lại với các ổ bánh còn lại."
braised-beef-chilli,Braised Beef Chilli,1,Preheat the oven to 120C/225F/gas mark 1.,Làm nóng lò nướng trước ở 120C/225F/gas mark 1.
braised-beef-chilli,Braised Beef Chilli,2,Take the meat out of the fridge to de-chill. Pulse the onions and garlic in a food processor until finely chopped. Heat 2 tbsp olive oil in a large casserole and sear the meat on all sides until golden.,Lấy thịt ra khỏi tủ lạnh để giảm lạnh. Xay hành tây và tỏi bằng máy xay thực phẩm cho đến khi băm nhỏ. Đun nóng 2 muỗng canh dầu ô liu trong nồi lớn và áp chảo thịt trên tất cả các mặt cho đến khi vàng.
braised-beef-chilli,Braised Beef Chilli,3,"Set to one side and add another small slug of oil to brown the chorizo. Remove and add the onion and garlic, spices, herbs and chillies then cook until soft in the chorizo oil. Season with salt and pepper and add the vinegar, tomatoes, ketchup and sugar.","Đặt sang một bên và thêm một chút dầu nhỏ khác để xào chorizo cho vàng. Lấy ra và cho hành tây, tỏi, gia vị, rau thơm và ớt vào, sau đó nấu cho đến khi mềm trong dầu chorizo. Nêm muối và tiêu, sau đó thêm giấm, cà chua, tương cà và đường."
braised-beef-chilli,Braised Beef Chilli,4,"Put all the meat back into the pot with 400ml water (or red wine if you prefer), bring up to a simmer and cook, covered, in the low oven.","Cho tất cả thịt trở lại nồi cùng 400ml nước (hoặc rượu vang đỏ nếu thích), đun sôi, đậy nắp và nấu trong lò nướng nhiệt độ thấp."
braised-beef-chilli,Braised Beef Chilli,5,"After 2 hours, check the meat and add the beans. Cook for a further hour and just before serving, pull the meat apart with a pair of forks.","Sau 2 giờ, kiểm tra thịt và cho đậu vào. Nấu thêm một giờ nữa và ngay trước khi dọn ra, dùng hai cái nĩa xé thịt thành sợi."
pollo-en-pepitoria,Pollo en pepitoria,1,"Put the saffron in a small bowl with 75ml of just-boiled water. Stir and set aside. Heat 2 tbsp of the oil in a broad, shallow casserole dish. Cook the garlic until pale gold in colour, then add the blanched almonds and bread, and continue to fry until everything is golden. Tip into a food processor with some salt and pepper and the parsley, and whizz together.","Cho nhụy hoa nghệ tây vào một chén nhỏ với 75ml nước vừa đun sôi. Khuấy đều và để riêng. Đun nóng 2 muỗng canh dầu ăn trong một nồi hầm nông, rộng. Phi tỏi cho đến khi có màu vàng nhạt, sau đó cho hạnh nhân đã chần và bánh mì vào, tiếp tục chiên cho đến khi mọi thứ vàng đều. Cho vào máy xay thực phẩm với một chút muối, tiêu và ngò tây, rồi xay nhuyễn."
pollo-en-pepitoria,Pollo en pepitoria,2,"Heat 2 more tbsp of the oil in the pan and brown the chicken all over, seasoning as you cook. Put in a bowl and set aside.","Đun nóng thêm 2 muỗng canh dầu ăn trong chảo, cho gà vào áp chảo vàng đều, nêm nếm gia vị khi đang nấu. Cho ra tô và để riêng."
pollo-en-pepitoria,Pollo en pepitoria,3,"Remove all but about 2 tbsp of chicken fat from the pan and cook the onion, carrot and celery until golden. Add the sherry, stirring to dislodge any brown bits that have stuck to the pan. Pour in the stock and the saffron (with its water), and bring to the boil, then turn the heat down to a simmer. Add the spices and bay leaves, and put the chicken back in the pan with any juices. Season and gently cook the chicken for about 40 mins with the lid on.","Lấy ra khỏi chảo khoảng 2 muỗng canh mỡ gà, sau đó xào hành tây, cà rốt và cần tây cho đến khi vàng. Thêm rượu sherry vào, khuấy để lấy hết các mảnh vụn màu nâu dính dưới đáy chảo. Đổ nước dùng và nghệ tây (cùng với nước ngâm) vào, đun sôi, sau đó giảm lửa xuống mức liu riu. Thêm gia vị và lá nguyệt quế, cho gà trở lại chảo cùng với nước cốt. Nêm gia vị và đậy nắp, hầm gà nhẹ nhàng khoảng 40 phút."
pollo-en-pepitoria,Pollo en pepitoria,4,"Transfer the chicken to a bowl again, leaving the sauce in the pan, and cover with foil to keep warm. Remove the yolks from the eggs and roughly chop the whites. Mash the egg yolks in a small bowl and gradually mix in a couple of tbsp of the sauce. Bring the remaining sauce to the boil to reduce a bit (you want it to just coat the chicken), then turn the heat down. Remove the bay and cinnamon stick. Add the egg yolks and cook for a few mins until the mixture has thickened. Stir in the almond mixture that you made earlier (this will thicken the sauce, too). Put the chicken back in the pan and heat it for about 3 mins, spooning the sauce over it. Season to taste.","Chuyển gà lại vào tô, giữ lại nước sốt trong chảo, và đậy bằng giấy bạc để giữ ấm. Tách lòng đỏ trứng ra khỏi trứng và xắt nhỏ lòng trắng. Nghiền lòng đỏ trứng trong một tô nhỏ và từ từ trộn vào vài muỗng canh nước sốt. Đun sôi nước sốt còn lại để cô đặc lại một chút (bạn muốn nó chỉ vừa đủ áo quanh gà), sau đó giảm lửa. Vớt lá nguyệt quế và thanh quế ra. Thêm lòng đỏ trứng vào và nấu trong vài phút cho đến khi hỗn hợp đặc lại. Khuấy hỗn hợp hạnh nhân bạn đã làm trước đó vào (điều này cũng sẽ làm nước sốt đặc hơn). Cho gà trở lại chảo và đun nóng khoảng 3 phút, múc nước sốt lên trên. Nêm nếm cho vừa ăn."
pollo-en-pepitoria,Pollo en pepitoria,5,"Scatter over the extra parsley, the almonds pieces and the chopped egg whites (if you’re going to use them). You can serve this straight from the dish with some rice, if you like.","Rắc thêm mùi tây, hạnh nhân đã cắt miếng và lòng trắng trứng xắt nhỏ lên trên (nếu dùng). Bạn có thể dùng món này trực tiếp từ đĩa với cơm, tùy thích."
rocky-road-fudge,Rocky Road Fudge,1,"Line an 8-inch-square baking pan with wax paper or foil, and coat with non-stick spray.","Lót khuôn nướng vuông 8 inch bằng giấy nến hoặc giấy bạc, và xịt một lớp chống dính."
rocky-road-fudge,Rocky Road Fudge,2,Pour ½ cup of the miniature marshmallows into the bottom of the lined baking dish.,Đổ ½ cốc kẹo dẻo nhỏ vào đáy đĩa nướng đã lót giấy.
rocky-road-fudge,Rocky Road Fudge,3,"In a microwave-safe bowl, combine the chocolate chips and peanut butter. Microwave the chocolate mixture in 20-second intervals, stirring in between each interval, until the chocolate is melted.","Trong một tô an toàn với lò vi sóng, kết hợp sô cô la chip và bơ đậu phộng. Quay hỗn hợp sô cô la trong lò vi sóng từng đợt 20 giây, khuấy giữa mỗi đợt, cho đến khi sô cô la tan chảy."
rocky-road-fudge,Rocky Road Fudge,4,"Add the vanilla extract and stir well, until smooth.",Thêm tinh chất vani và khuấy đều cho đến khi mịn.
rocky-road-fudge,Rocky Road Fudge,5,"Reserve 2 tablespoons of the chopped almonds or peanuts, and set aside.","Dành lại 2 muỗng canh hạnh nhân hoặc đậu phộng đã thái hạt lựu, và để sang một bên."
rocky-road-fudge,Rocky Road Fudge,6,Fold 1 ½ cups of the miniature marshmallows and the remaining chopped nuts into the chocolate mixture.,Trộn nhẹ 1 ½ cốc kẹo dẻo nhỏ và phần hạt còn lại đã thái hạt lựu vào hỗn hợp sô cô la.
rocky-road-fudge,Rocky Road Fudge,7,"Transfer the chocolate mixture into the prepared pan and spread into an even layer. Immediately top with the reserved chopped nuts and the mallow bits or additional miniature marshmallows, if using.","Đổ hỗn hợp sô-cô-la vào khuôn đã chuẩn bị và trải thành một lớp đều. Lập tức rắc các loại hạt đã thái hạt lựu để dành và các viên kẹo dẻo mallow hoặc kẹo marshmallow mini bổ sung lên trên, nếu dùng."
rocky-road-fudge,Rocky Road Fudge,8,"Refrigerate for 4 hours, or until set.","Làm lạnh 4 giờ, hoặc cho đến khi đông lại."
rocky-road-fudge,Rocky Road Fudge,9,Remove the fudge and wax paper from the pan. Carefully peel all of wax paper from the fudge.,Lấy kẹo fudge và giấy nến ra khỏi khuôn. Cẩn thận bóc hết giấy nến khỏi kẹo fudge.
rocky-road-fudge,Rocky Road Fudge,10,Cut the fudge into bite-sized pieces and serve.,Cắt kẹo fudge thành miếng vừa ăn và dọn ra.
silken-tofu-with-sesame-soy-sauce,Silken Tofu with Sesame Soy Sauce,1,Prepare the tofu:,Chuẩn bị đậu hũ:
silken-tofu-with-sesame-soy-sauce,Silken Tofu with Sesame Soy Sauce,2,"Drain the tofu and gently remove it from its packaging onto a large plate. Carefully slice the tofu into 1/2-inch slabs widthwise. With the palm of your hands, gently push the sliced tofu sidewise so that they fan out over the plate.",Chắt nước đậu hũ và nhẹ nhàng lấy ra khỏi bao bì đặt lên một cái đĩa lớn. Cẩn thận thái đậu hũ thành các lát dày 1/2-inch theo chiều ngang. Dùng lòng bàn tay nhẹ nhàng đẩy các lát đậu hũ sang một bên để chúng xòe ra trên đĩa.
silken-tofu-with-sesame-soy-sauce,Silken Tofu with Sesame Soy Sauce,3,Garnish with toppings and serve:,Trang trí với đồ ăn kèm và dùng ngay:
silken-tofu-with-sesame-soy-sauce,Silken Tofu with Sesame Soy Sauce,4,"Drizzle the soy sauce and sesame sauce on top. Then garnish it with scallions and sesame seeds, and serve.","Rưới nước tương và dầu mè lên trên. Sau đó, rắc hành lá và mè rang lên, rồi phục vụ."
silken-tofu-with-sesame-soy-sauce,Silken Tofu with Sesame Soy Sauce,5,Tightly cover leftovers and refrigerate for up to 2 days. You can enjoy it cold straight out of the fridge or you can reheat it by microwaving in 30-second increments until warmed through,Đậy kín thức ăn thừa và để trong tủ lạnh tối đa 2 ngày. Bạn có thể thưởng thức lạnh ngay sau khi lấy ra khỏi tủ hoặc hâm nóng lại bằng cách cho vào lò vi sóng mỗi lần 30 giây cho đến khi nóng đều.
